venue_no,name,region,location,rating,no_of_reviews,price_text,price_type,price_numeric,capacity,min_capacity,max_capacity,url
V148,Joe Allen Restaurant,London,"Central London, South West London",N/A,N/A,From £50,meal,50.0,"10 to 150
Guests",10.0,150.0,https://www.hitched.co.uk/wedding-venues/joe-allen-restaurant_368617.htm
V149,"Pembroke Lodge, Richmond Park",London,West London,5.0,1131.0,From £109,meal,109.0,"20 to 146
Guests",20.0,146.0,https://www.hitched.co.uk/wedding-venues/pembroke-lodge-richmond-park_2060.htm
V150,The Hackney,London,"Hackney, East London",4.9,61.0,From £60,meal,60.0,"2 to 100
Guests",2.0,100.0,https://www.hitched.co.uk/wedding-venues/the-hackney_294656.htm
V151,PYRÁ,London,"London - North West, North West London",4.9,2.0,From £50,meal,50.0,"20 to 60
Guests",20.0,60.0,https://www.hitched.co.uk/wedding-venues/pyra_348729.htm
V152,Sandon Manor,London,South West London,4.9,40.0,"From £2,250",venue,2250.0,"18 to 150
Guests",18.0,150.0,https://www.hitched.co.uk/wedding-venues/sandon-manor_302040.htm
V153,Merchant Taylor's Hall,London,"City of London, East Central London",5.0,6.0,"From £2,500",venue,2500.0,"350
Guests",350.0,N/A,https://www.hitched.co.uk/wedding-venues/merchant-taylors-hall_3776.htm
V154,Garden Museum,London,South East London,5.0,2.0,"From £5,000",venue,5000.0,"140
Guests",140.0,N/A,https://www.hitched.co.uk/wedding-venues/garden-museum_189783.htm
V155,Clearwell Castle,London,West Central London,5.0,85.0,From £100,meal,100.0,"40 to 250
Guests",40.0,250.0,https://www.hitched.co.uk/wedding-venues/clearwell-castle_932.htm
V156,Inner Temple,London,East London,4.8,1.0,From £160,meal,160.0,"100 to 240
Guests",100.0,240.0,https://www.hitched.co.uk/wedding-venues/the-inner-temple_4309.htm
V157,Dodford Manor - Barn Wedding Venue,London,North West London,5.0,251.0,From £49.75,meal,49.75,"30 to 200
Guests",30.0,200.0,https://www.hitched.co.uk/wedding-venues/dodford-manor-barn-wedding-venue_5617.htm
V158,Gosfield Hall,London,East London,4.9,202.0,From £100,meal,100.0,"40 to 250
Guests",40.0,250.0,https://www.hitched.co.uk/wedding-venues/gosfield-hall_2889.htm
V159,Kingston Estate Totnes,London,South West London,5.0,39.0,N/A,N/A,N/A,"60 to 400
Guests",60.0,400.0,https://www.hitched.co.uk/wedding-venues/kingston-estate-totnes_697.htm
V160,Holmewood Hall,London,North London,4.8,65.0,From £100,meal,100.0,"40 to 350
Guests",40.0,350.0,https://www.hitched.co.uk/wedding-venues/holmewood-hall_5278.htm
V161,Bourton Hall,London,West London,4.7,33.0,From £100,meal,100.0,"40 to 120
Guests",40.0,120.0,https://www.hitched.co.uk/wedding-venues/bourton-hall_8800.htm
V162,B&H Buildings,London,"London - East, East London",5.0,3.0,From £150,meal,150.0,"50 to 200
Guests",50.0,200.0,https://www.hitched.co.uk/wedding-venues/b&h-buildings_314083.htm
V163,Leez Priory,London,East London,5.0,189.0,From £100,meal,100.0,"50 to 250
Guests",50.0,250.0,https://www.hitched.co.uk/wedding-venues/leez-priory_858.htm
V164,London Rowing Club,London,"Putney, South West London",5.0,39.0,"From £1,000",venue,1000.0,"1 to 150
Guests",1.0,150.0,https://www.hitched.co.uk/wedding-venues/london-rowing-club_5714.htm
V165,The Prince Albert,London,"Camden, North West London",5.0,22.0,From £20,meal,20.0,"2 to 215
Guests",2.0,215.0,https://www.hitched.co.uk/wedding-venues/the-prince-albert_281086.htm
V166,Kindred,London,"London - West, West London",5.0,5.0,From £90,meal,90.0,"15 to 200
Guests",15.0,200.0,https://www.hitched.co.uk/wedding-venues/kindred_323915.htm
V167,Bredenbury Court Barns,London,North West London,5.0,68.0,From £48.75,meal,48.75,"20 to 200
Guests",20.0,200.0,https://www.hitched.co.uk/wedding-venues/bredenbury-court-barns_7.htm
V168,art'otel London Battersea Power Station,London,"London - South West, South West London",N/A,N/A,From £120,meal,120.0,"50 to 185
Guests",50.0,185.0,https://www.hitched.co.uk/wedding-venues/artotel-london-battersea-power-station_362853.htm
V169,Brinsop Court Manor House and Barn,London,West London,5.0,116.0,From £55,meal,55.0,"30 to 250
Guests",30.0,250.0,https://www.hitched.co.uk/wedding-venues/brinsop-court-manor-house-and-barn_6218.htm
V170,The Manor at Bickley,London,South East London,5.0,4.0,From £120,meal,120.0,"40 to 490
Guests",40.0,490.0,https://www.hitched.co.uk/wedding-venues/the-manor-at-bickley_3287.htm
V171,Davenport House,London,South West London,5.0,22.0,"From £4,500",venue,4500.0,"30 to 250
Guests",30.0,250.0,https://www.hitched.co.uk/wedding-venues/davenport-house_2127.htm
V172,Joe Allen Restaurant,London,"Central London, South West London",N/A,N/A,From £50,meal,50.0,"10 to 150
Guests",10.0,150.0,https://www.hitched.co.uk/wedding-venues/joe-allen-restaurant_368617.htm
V173,"Pembroke Lodge, Richmond Park",London,West London,5.0,1131.0,From £109,meal,109.0,"20 to 146
Guests",20.0,146.0,https://www.hitched.co.uk/wedding-venues/pembroke-lodge-richmond-park_2060.htm
V174,The Hackney,London,"Hackney, East London",4.9,61.0,From £60,meal,60.0,"2 to 100
Guests",2.0,100.0,https://www.hitched.co.uk/wedding-venues/the-hackney_294656.htm
V175,PYRÁ,London,"London - North West, North West London",4.9,2.0,From £50,meal,50.0,"20 to 60
Guests",20.0,60.0,https://www.hitched.co.uk/wedding-venues/pyra_348729.htm
V176,Sandon Manor,London,South West London,4.9,40.0,"From £2,250",venue,2250.0,"18 to 150
Guests",18.0,150.0,https://www.hitched.co.uk/wedding-venues/sandon-manor_302040.htm
V177,Merchant Taylor's Hall,London,"City of London, East Central London",5.0,6.0,"From £2,500",venue,2500.0,"350
Guests",350.0,N/A,https://www.hitched.co.uk/wedding-venues/merchant-taylors-hall_3776.htm
V178,Garden Museum,London,South East London,5.0,2.0,"From £5,000",venue,5000.0,"140
Guests",140.0,N/A,https://www.hitched.co.uk/wedding-venues/garden-museum_189783.htm
V179,Clearwell Castle,London,West Central London,5.0,85.0,From £100,meal,100.0,"40 to 250
Guests",40.0,250.0,https://www.hitched.co.uk/wedding-venues/clearwell-castle_932.htm
V180,Inner Temple,London,East London,4.8,1.0,From £160,meal,160.0,"100 to 240
Guests",100.0,240.0,https://www.hitched.co.uk/wedding-venues/the-inner-temple_4309.htm
V181,Dodford Manor - Barn Wedding Venue,London,North West London,5.0,251.0,From £49.75,meal,49.75,"30 to 200
Guests",30.0,200.0,https://www.hitched.co.uk/wedding-venues/dodford-manor-barn-wedding-venue_5617.htm
V182,Gosfield Hall,London,East London,4.9,202.0,From £100,meal,100.0,"40 to 250
Guests",40.0,250.0,https://www.hitched.co.uk/wedding-venues/gosfield-hall_2889.htm
V183,Kingston Estate Totnes,London,South West London,5.0,39.0,N/A,N/A,N/A,"60 to 400
Guests",60.0,400.0,https://www.hitched.co.uk/wedding-venues/kingston-estate-totnes_697.htm
V184,Holmewood Hall,London,North London,4.8,65.0,From £100,meal,100.0,"40 to 350
Guests",40.0,350.0,https://www.hitched.co.uk/wedding-venues/holmewood-hall_5278.htm
V185,Bourton Hall,London,West London,4.7,33.0,From £100,meal,100.0,"40 to 120
Guests",40.0,120.0,https://www.hitched.co.uk/wedding-venues/bourton-hall_8800.htm
V186,B&H Buildings,London,"London - East, East London",5.0,3.0,From £150,meal,150.0,"50 to 200
Guests",50.0,200.0,https://www.hitched.co.uk/wedding-venues/b&h-buildings_314083.htm
V187,Leez Priory,London,East London,5.0,189.0,From £100,meal,100.0,"50 to 250
Guests",50.0,250.0,https://www.hitched.co.uk/wedding-venues/leez-priory_858.htm
V188,London Rowing Club,London,"Putney, South West London",5.0,39.0,"From £1,000",venue,1000.0,"1 to 150
Guests",1.0,150.0,https://www.hitched.co.uk/wedding-venues/london-rowing-club_5714.htm
V189,The Prince Albert,London,"Camden, North West London",5.0,22.0,From £20,meal,20.0,"2 to 215
Guests",2.0,215.0,https://www.hitched.co.uk/wedding-venues/the-prince-albert_281086.htm
V190,Kindred,London,"London - West, West London",5.0,5.0,From £90,meal,90.0,"15 to 200
Guests",15.0,200.0,https://www.hitched.co.uk/wedding-venues/kindred_323915.htm
V191,Bredenbury Court Barns,London,North West London,5.0,68.0,From £48.75,meal,48.75,"20 to 200
Guests",20.0,200.0,https://www.hitched.co.uk/wedding-venues/bredenbury-court-barns_7.htm
V192,art'otel London Battersea Power Station,London,"London - South West, South West London",N/A,N/A,From £120,meal,120.0,"50 to 185
Guests",50.0,185.0,https://www.hitched.co.uk/wedding-venues/artotel-london-battersea-power-station_362853.htm
V193,Brinsop Court Manor House and Barn,London,West London,5.0,116.0,From £55,meal,55.0,"30 to 250
Guests",30.0,250.0,https://www.hitched.co.uk/wedding-venues/brinsop-court-manor-house-and-barn_6218.htm
V194,The Manor at Bickley,London,South East London,5.0,4.0,From £120,meal,120.0,"40 to 490
Guests",40.0,490.0,https://www.hitched.co.uk/wedding-venues/the-manor-at-bickley_3287.htm
V195,Davenport House,London,South West London,5.0,22.0,"From £4,500",venue,4500.0,"30 to 250
Guests",30.0,250.0,https://www.hitched.co.uk/wedding-venues/davenport-house_2127.htm
V196,Joe Allen Restaurant,London,"Central London, South West London",N/A,N/A,From £50,meal,50.0,"10 to 150
Guests",10.0,150.0,https://www.hitched.co.uk/wedding-venues/joe-allen-restaurant_368617.htm
V197,"Pembroke Lodge, Richmond Park",London,West London,5.0,1131.0,From £109,meal,109.0,"20 to 146
Guests",20.0,146.0,https://www.hitched.co.uk/wedding-venues/pembroke-lodge-richmond-park_2060.htm
V198,The Hackney,London,"Hackney, East London",4.9,61.0,From £60,meal,60.0,"2 to 100
Guests",2.0,100.0,https://www.hitched.co.uk/wedding-venues/the-hackney_294656.htm
V199,PYRÁ,London,"London - North West, North West London",4.9,2.0,From £50,meal,50.0,"20 to 60
Guests",20.0,60.0,https://www.hitched.co.uk/wedding-venues/pyra_348729.htm
V200,Sandon Manor,London,South West London,4.9,40.0,"From £2,250",venue,2250.0,"18 to 150
Guests",18.0,150.0,https://www.hitched.co.uk/wedding-venues/sandon-manor_302040.htm
V201,Merchant Taylor's Hall,London,"City of London, East Central London",5.0,6.0,"From £2,500",venue,2500.0,"350
Guests",350.0,N/A,https://www.hitched.co.uk/wedding-venues/merchant-taylors-hall_3776.htm
V202,Garden Museum,London,South East London,5.0,2.0,"From £5,000",venue,5000.0,"140
Guests",140.0,N/A,https://www.hitched.co.uk/wedding-venues/garden-museum_189783.htm
V203,Clearwell Castle,London,West Central London,5.0,85.0,From £100,meal,100.0,"40 to 250
Guests",40.0,250.0,https://www.hitched.co.uk/wedding-venues/clearwell-castle_932.htm
V204,Inner Temple,London,East London,4.8,1.0,From £160,meal,160.0,"100 to 240
Guests",100.0,240.0,https://www.hitched.co.uk/wedding-venues/the-inner-temple_4309.htm
V205,Dodford Manor - Barn Wedding Venue,London,North West London,5.0,251.0,From £49.75,meal,49.75,"30 to 200
Guests",30.0,200.0,https://www.hitched.co.uk/wedding-venues/dodford-manor-barn-wedding-venue_5617.htm
V206,Gosfield Hall,London,East London,4.9,202.0,From £100,meal,100.0,"40 to 250
Guests",40.0,250.0,https://www.hitched.co.uk/wedding-venues/gosfield-hall_2889.htm
V207,Kingston Estate Totnes,London,South West London,5.0,39.0,N/A,N/A,N/A,"60 to 400
Guests",60.0,400.0,https://www.hitched.co.uk/wedding-venues/kingston-estate-totnes_697.htm
V208,Holmewood Hall,London,North London,4.8,65.0,From £100,meal,100.0,"40 to 350
Guests",40.0,350.0,https://www.hitched.co.uk/wedding-venues/holmewood-hall_5278.htm
V209,Bourton Hall,London,West London,4.7,33.0,From £100,meal,100.0,"40 to 120
Guests",40.0,120.0,https://www.hitched.co.uk/wedding-venues/bourton-hall_8800.htm
V210,B&H Buildings,London,"London - East, East London",5.0,3.0,From £150,meal,150.0,"50 to 200
Guests",50.0,200.0,https://www.hitched.co.uk/wedding-venues/b&h-buildings_314083.htm
V211,Leez Priory,London,East London,5.0,189.0,From £100,meal,100.0,"50 to 250
Guests",50.0,250.0,https://www.hitched.co.uk/wedding-venues/leez-priory_858.htm
V212,London Rowing Club,London,"Putney, South West London",5.0,39.0,"From £1,000",venue,1000.0,"1 to 150
Guests",1.0,150.0,https://www.hitched.co.uk/wedding-venues/london-rowing-club_5714.htm
V213,The Prince Albert,London,"Camden, North West London",5.0,22.0,From £20,meal,20.0,"2 to 215
Guests",2.0,215.0,https://www.hitched.co.uk/wedding-venues/the-prince-albert_281086.htm
V214,Kindred,London,"London - West, West London",5.0,5.0,From £90,meal,90.0,"15 to 200
Guests",15.0,200.0,https://www.hitched.co.uk/wedding-venues/kindred_323915.htm
V215,Bredenbury Court Barns,London,North West London,5.0,68.0,From £48.75,meal,48.75,"20 to 200
Guests",20.0,200.0,https://www.hitched.co.uk/wedding-venues/bredenbury-court-barns_7.htm
V216,art'otel London Battersea Power Station,London,"London - South West, South West London",N/A,N/A,From £120,meal,120.0,"50 to 185
Guests",50.0,185.0,https://www.hitched.co.uk/wedding-venues/artotel-london-battersea-power-station_362853.htm
V217,Brinsop Court Manor House and Barn,London,West London,5.0,116.0,From £55,meal,55.0,"30 to 250
Guests",30.0,250.0,https://www.hitched.co.uk/wedding-venues/brinsop-court-manor-house-and-barn_6218.htm
V218,The Manor at Bickley,London,South East London,5.0,4.0,From £120,meal,120.0,"40 to 490
Guests",40.0,490.0,https://www.hitched.co.uk/wedding-venues/the-manor-at-bickley_3287.htm
V219,Davenport House,London,South West London,5.0,22.0,"From £4,500",venue,4500.0,"30 to 250
Guests",30.0,250.0,https://www.hitched.co.uk/wedding-venues/davenport-house_2127.htm
V220,Joe Allen Restaurant,London,"Central London, South West London",N/A,N/A,From £50,meal,50.0,"10 to 150
Guests",10.0,150.0,https://www.hitched.co.uk/wedding-venues/joe-allen-restaurant_368617.htm
V221,"Pembroke Lodge, Richmond Park",London,West London,5.0,1131.0,From £109,meal,109.0,"20 to 146
Guests",20.0,146.0,https://www.hitched.co.uk/wedding-venues/pembroke-lodge-richmond-park_2060.htm
V222,The Hackney,London,"Hackney, East London",4.9,61.0,From £60,meal,60.0,"2 to 100
Guests",2.0,100.0,https://www.hitched.co.uk/wedding-venues/the-hackney_294656.htm
V223,PYRÁ,London,"London - North West, North West London",4.9,2.0,From £50,meal,50.0,"20 to 60
Guests",20.0,60.0,https://www.hitched.co.uk/wedding-venues/pyra_348729.htm
V224,Sandon Manor,London,South West London,4.9,40.0,"From £2,250",venue,2250.0,"18 to 150
Guests",18.0,150.0,https://www.hitched.co.uk/wedding-venues/sandon-manor_302040.htm
V225,Merchant Taylor's Hall,London,"City of London, East Central London",5.0,6.0,"From £2,500",venue,2500.0,"350
Guests",350.0,N/A,https://www.hitched.co.uk/wedding-venues/merchant-taylors-hall_3776.htm
V226,Garden Museum,London,South East London,5.0,2.0,"From £5,000",venue,5000.0,"140
Guests",140.0,N/A,https://www.hitched.co.uk/wedding-venues/garden-museum_189783.htm
V227,Clearwell Castle,London,West Central London,5.0,85.0,From £100,meal,100.0,"40 to 250
Guests",40.0,250.0,https://www.hitched.co.uk/wedding-venues/clearwell-castle_932.htm
V228,Inner Temple,London,East London,4.8,1.0,From £160,meal,160.0,"100 to 240
Guests",100.0,240.0,https://www.hitched.co.uk/wedding-venues/the-inner-temple_4309.htm
V229,Dodford Manor - Barn Wedding Venue,London,North West London,5.0,251.0,From £49.75,meal,49.75,"30 to 200
Guests",30.0,200.0,https://www.hitched.co.uk/wedding-venues/dodford-manor-barn-wedding-venue_5617.htm
V230,Gosfield Hall,London,East London,4.9,202.0,From £100,meal,100.0,"40 to 250
Guests",40.0,250.0,https://www.hitched.co.uk/wedding-venues/gosfield-hall_2889.htm
V231,Kingston Estate Totnes,London,South West London,5.0,39.0,N/A,N/A,N/A,"60 to 400
Guests",60.0,400.0,https://www.hitched.co.uk/wedding-venues/kingston-estate-totnes_697.htm
V232,Holmewood Hall,London,North London,4.8,65.0,From £100,meal,100.0,"40 to 350
Guests",40.0,350.0,https://www.hitched.co.uk/wedding-venues/holmewood-hall_5278.htm
V233,Bourton Hall,London,West London,4.7,33.0,From £100,meal,100.0,"40 to 120
Guests",40.0,120.0,https://www.hitched.co.uk/wedding-venues/bourton-hall_8800.htm
V234,B&H Buildings,London,"London - East, East London",5.0,3.0,From £150,meal,150.0,"50 to 200
Guests",50.0,200.0,https://www.hitched.co.uk/wedding-venues/b&h-buildings_314083.htm
V235,Leez Priory,London,East London,5.0,189.0,From £100,meal,100.0,"50 to 250
Guests",50.0,250.0,https://www.hitched.co.uk/wedding-venues/leez-priory_858.htm
V236,London Rowing Club,London,"Putney, South West London",5.0,39.0,"From £1,000",venue,1000.0,"1 to 150
Guests",1.0,150.0,https://www.hitched.co.uk/wedding-venues/london-rowing-club_5714.htm
V237,The Prince Albert,London,"Camden, North West London",5.0,22.0,From £20,meal,20.0,"2 to 215
Guests",2.0,215.0,https://www.hitched.co.uk/wedding-venues/the-prince-albert_281086.htm
V238,Kindred,London,"London - West, West London",5.0,5.0,From £90,meal,90.0,"15 to 200
Guests",15.0,200.0,https://www.hitched.co.uk/wedding-venues/kindred_323915.htm
V239,Bredenbury Court Barns,London,North West London,5.0,68.0,From £48.75,meal,48.75,"20 to 200
Guests",20.0,200.0,https://www.hitched.co.uk/wedding-venues/bredenbury-court-barns_7.htm
V240,art'otel London Battersea Power Station,London,"London - South West, South West London",N/A,N/A,From £120,meal,120.0,"50 to 185
Guests",50.0,185.0,https://www.hitched.co.uk/wedding-venues/artotel-london-battersea-power-station_362853.htm
V241,The Vines of Rochester,Kent,"Rochester, Kent",4.8,9.0,N/A,N/A,N/A,"40 to 120
Guests",40.0,120.0,https://www.hitched.co.uk/wedding-venues/the-vines-of-rochester_277665.htm
V242,Solton Manor,Kent,"Dover, Kent",5.0,8.0,"From £3,000",venue,3000.0,"10 to 200
Guests",10.0,200.0,https://www.hitched.co.uk/wedding-venues/solton-manor_8220.htm
V243,The Darenth,Kent,"Sevenoaks, Kent",5.0,134.0,N/A,N/A,N/A,"30 to 300
Guests",30.0,300.0,https://www.hitched.co.uk/wedding-venues/the-darenth_3783.htm
V244,The Spa Hotel,Kent,"Tunbridge Wells, Kent",5.0,136.0,From £150,meal,150.0,"50 to 228
Guests",50.0,228.0,https://www.hitched.co.uk/wedding-venues/the-spa-hotel_1358.htm
V245,Winters Barns,Kent,"Canterbury, Kent",5.0,209.0,"From £5,750",venue,5750.0,"15 to 200
Guests",15.0,200.0,https://www.hitched.co.uk/wedding-venues/winters-barns_6093.htm
V246,Cooling Castle Barn,Kent,"Rochester, Kent",5.0,275.0,N/A,N/A,N/A,"40 to 250
Guests",40.0,250.0,https://www.hitched.co.uk/wedding-venues/cooling-castle-barn_1604.htm
V247,One Warwick Park Hotel,Kent,"Tunbridge Wells, Kent",4.9,24.0,"From £1,000",venue,1000.0,"10 to 150
Guests",10.0,150.0,https://www.hitched.co.uk/wedding-venues/one-warwick-park-hotel_6821.htm
